,,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025, ,1981-2010 mean,1981-2010 median
,10,12.199,11.448,12.119,12.93,10.899,12.175,12.32,13.211,11.019,,12.936,11.81,11.595,12.071,12.337,11.921,11.528,12.289,11.749,12.255,12.481,12.715,11.787,12.1,12.395,12.265,12.446,11.754,11.617,13.215,13.148,12.298,13.431,13.047,12.201,13.521,13.398,12.481,10.038,11.307,11.601,11.263,12.69,11.212,11.289,9.915,10.956,,,12.231,12.265
,11,12.017,11.151,11.878,12.764,10.705,11.989,12.035,13.027,10.824,,12.787,11.557,11.407,11.848,12.134,11.703,11.336,12.137,11.515,12.101,12.264,12.532,11.535,11.865,12.233,12.053,12.232,11.433,11.337,13.112,12.971,12.097,13.141,12.872,12.001,13.303,13.216,12.235,9.774,11.039,11.325,11.002,12.448,11.011,11.011,9.709,10.733,,,12.023,12.053
,12,11.808,10.88,11.642,12.578,10.5,11.804,11.788,12.861,10.52,,12.624,11.311,11.191,11.6,11.922,11.471,11.157,11.933,11.246,11.919,12.053,12.328,11.284,11.655,12.062,11.846,11.992,11.096,11.076,12.998,12.788,11.911,12.877,12.698,11.8,13.077,13.039,11.967,9.487,10.793,11.026,10.731,12.212,10.811,10.701,9.499,10.521,,,11.807,11.846
,13,11.588,10.592,11.414,12.43,10.318,11.59,11.572,12.68,10.346,,12.443,11.057,10.984,11.364,11.688,11.222,10.958,11.732,10.967,11.726,11.837,12.122,11.015,11.423,11.882,11.65,11.718,10.777,10.824,12.877,12.622,11.717,12.65,12.526,11.594,12.838,12.877,11.671,9.203,10.548,10.708,10.452,11.993,10.6,10.361,9.308,10.329,,,11.593,11.65
,14,11.4,10.326,11.177,12.282,10.045,11.389,11.302,12.527,10.216,,12.247,10.771,10.761,11.157,11.418,10.975,10.764,11.53,10.662,11.535,11.598,11.92,10.742,11.194,11.702,11.457,11.441,10.452,10.601,12.764,12.46,11.543,12.467,12.342,11.363,12.618,12.73,11.367,8.899,10.313,10.417,10.169,11.762,10.363,10.007,9.141,10.135,,,11.377,11.418
,15,11.155,10.066,10.936,12.016,9.794,11.138,11.116,12.375,10.057,,12.011,10.455,10.508,10.948,11.123,10.712,10.583,11.306,10.355,11.345,11.369,11.687,10.475,10.97,11.537,11.254,11.151,10.162,10.389,12.641,12.307,11.393,12.278,12.16,11.119,12.432,12.58,11.082,8.622,10.082,10.137,9.923,11.529,10.136,9.673,8.978,9.944,,,11.154,11.138
,16,10.906,9.753,10.694,11.809,9.535,10.898,10.942,12.182,9.869,,11.763,10.133,10.242,10.724,10.836,10.463,10.395,11.055,10.056,11.138,11.123,11.429,10.217,10.733,11.359,11.03,10.826,9.91,10.169,12.501,12.127,11.213,12.071,11.976,10.884,12.262,12.427,10.814,8.377,9.859,9.853,9.68,11.286,9.903,9.359,8.817,9.751,,,10.922,10.898
,17,10.683,9.459,10.457,11.464,9.258,10.651,10.71,12.008,9.674,,11.511,9.812,10.006,10.516,10.548,10.189,10.196,10.842,9.763,10.933,10.876,11.153,9.967,10.496,11.176,10.781,10.481,9.689,9.935,12.361,11.934,11.007,11.832,11.797,10.649,12.113,12.248,10.573,8.177,9.611,9.58,9.46,11.033,9.682,9.081,8.675,9.558,,,10.682,10.651
,18,10.451,9.075,10.197,11.13,9.043,10.396,10.494,11.657,9.512,,11.266,9.508,9.774,10.259,10.255,9.916,10.026,10.639,9.47,10.71,10.585,10.866,9.732,10.235,10.988,10.53,10.14,9.472,9.69,12.226,11.718,10.79,11.535,11.601,10.414,11.964,12.038,10.381,7.997,9.367,9.264,9.254,10.753,9.416,8.809,8.53,9.363,,,10.433,10.396
,19,10.22,8.716,9.944,10.766,8.815,10.112,10.252,11.375,9.341,,11.019,9.245,9.556,9.954,9.986,9.639,9.85,10.412,9.209,10.445,10.292,10.57,9.514,10.007,10.793,10.273,9.779,9.271,9.425,12.091,11.487,10.558,11.22,11.378,10.174,11.804,11.805,10.22,7.822,9.124,8.92,9.057,10.468,9.146,8.545,8.377,9.192,,,10.181,10.112
,20,9.999,8.441,9.743,10.406,8.593,9.851,10.005,11.019,9.142,,10.785,9.003,9.357,9.685,9.731,9.336,9.668,10.157,8.988,10.124,9.998,10.244,9.312,9.789,10.584,10.025,9.422,9.072,9.162,11.943,11.256,10.322,10.907,11.121,9.947,11.618,11.579,10.06,7.632,8.911,8.596,8.852,10.182,8.862,8.245,8.223,9.009,,,9.927,9.851
,21,9.786,8.099,9.509,10.056,8.38,9.622,9.745,10.63,9.009,,10.538,8.772,9.187,9.415,9.466,9.024,9.494,9.929,8.761,9.797,9.72,9.927,9.095,9.587,10.365,9.784,9.1,8.839,8.92,11.78,11.008,10.107,10.574,10.827,9.723,11.423,11.373,9.908,7.466,8.686,8.258,8.636,9.887,8.55,7.951,8.088,8.816,,,9.677,9.622
,22,9.56,7.868,9.223,9.696,8.174,9.355,9.495,10.382,8.871,,10.324,8.569,9.019,9.135,9.192,8.748,9.317,9.705,8.551,9.467,9.473,9.649,8.892,9.376,10.134,9.557,8.833,8.577,8.716,11.599,10.768,9.916,10.262,10.509,9.503,11.21,11.155,9.752,7.29,8.476,7.894,8.402,9.612,8.199,7.654,7.958,8.63,,,9.44,9.376
,23,9.275,7.648,8.996,9.431,7.956,9.12,9.246,10.096,8.718,,10.078,8.384,8.853,8.909,8.939,8.469,9.131,9.462,8.361,9.163,9.251,9.381,8.677,9.176,9.899,9.35,8.606,8.293,8.528,11.401,10.543,9.733,9.979,10.203,9.28,10.974,10.945,9.602,7.099,8.262,7.581,8.163,9.336,7.877,7.367,7.818,8.445,,,9.211,9.163
,24,9.034,7.379,8.697,9.127,7.798,8.908,8.987,9.869,8.578,,9.828,8.205,8.69,8.728,8.693,8.199,8.951,9.251,8.158,8.883,9.025,9.122,8.464,8.973,9.661,9.169,8.416,8.013,8.366,11.184,10.32,9.559,9.685,9.883,9.059,10.702,10.741,9.431,6.915,8.061,7.271,7.922,9.069,7.555,7.058,7.689,8.278,,,8.993,8.951
,25,8.81,7.124,8.375,8.884,7.622,8.688,8.818,9.651,8.389,,9.581,8.043,8.534,8.514,8.437,7.96,8.752,9.098,7.931,8.621,8.791,8.91,8.251,8.781,9.425,8.976,8.252,7.755,8.202,10.977,10.098,9.37,9.383,9.598,8.831,10.437,10.548,9.268,6.744,7.85,6.953,7.688,8.798,7.267,6.781,7.554,8.121,,,8.783,8.752
,26,8.534,6.951,8.121,8.648,7.475,8.449,8.614,9.403,8.212,,9.325,7.918,8.382,8.308,8.174,7.764,8.577,8.936,7.716,8.326,8.551,8.718,8.063,8.588,9.209,8.793,8.087,7.513,8.037,10.766,9.899,9.169,9.109,9.315,8.58,10.171,10.353,9.074,6.564,7.658,6.676,7.477,8.518,7.021,6.486,7.424,7.984,,,8.577,8.551
,27,8.325,6.724,7.856,8.434,7.33,8.262,8.426,9.161,8.052,,9.01,7.763,8.225,8.117,7.913,7.566,8.389,8.779,7.48,8.03,8.292,8.527,7.871,8.384,8.997,8.596,7.91,7.296,7.87,10.548,9.686,8.964,8.84,9.043,8.343,9.924,10.198,8.86,6.4,7.482,6.432,7.299,8.185,6.847,6.2,7.287,7.839,,,8.37,8.292
,28,8.134,6.615,7.63,8.201,7.191,8.068,8.265,8.983,7.872,,8.696,7.602,8.075,7.931,7.638,7.402,8.21,8.657,7.228,7.72,8.038,8.328,7.693,8.179,8.781,8.377,7.733,7.105,7.692,10.312,9.466,8.776,8.558,8.769,8.123,9.696,10.07,8.623,6.261,7.323,6.204,7.138,7.874,6.684,5.927,7.144,7.708,,,8.165,8.075
,29,7.952,6.501,7.395,8.039,7.046,7.908,8.079,8.767,7.676,,8.373,7.445,7.918,7.736,7.348,7.257,8.028,8.539,6.997,7.409,7.797,8.12,7.508,7.992,8.569,8.162,7.571,6.935,7.529,10.085,9.192,8.585,8.268,8.519,7.919,9.498,9.939,8.367,6.134,7.161,6.018,6.993,7.586,6.553,5.667,6.965,7.575,,,7.961,7.918
,30,7.747,6.376,7.141,7.86,6.933,7.738,7.879,8.556,7.508,,8.054,7.31,7.747,7.541,7.077,7.139,7.885,8.377,6.787,7.104,7.55,7.91,7.331,7.79,8.356,7.97,7.409,6.782,7.347,9.873,8.901,8.362,7.966,8.291,7.716,9.292,9.825,8.078,6.016,6.997,5.864,6.872,7.328,6.392,5.425,6.788,7.451,,,7.76,7.747
,31,7.592,6.26,6.906,7.682,6.81,7.559,7.643,8.38,7.356,,7.759,7.155,7.575,7.328,6.831,7.033,7.738,8.214,6.606,6.847,7.3,7.676,7.155,7.596,8.137,7.786,7.264,6.648,7.18,9.652,8.603,8.129,7.669,8.094,7.554,9.099,9.718,7.792,5.901,6.85,5.722,6.729,7.096,6.217,5.217,6.584,7.323,,,7.562,7.575
